,DP_splits,DP_moms_splits,cdcl_splits,cdcl_moms_splits,cdcl_chron_splits,cdcl_chron_moms_splits,sudoku_given_clauses,DP_list_sat_clauses,DP_moms_list_sat_clauses,cdcl_list_sat_clauses,cdcl_moms_list_sat_clauses,cdcl_chron_list_sat_clauses,cdcl_chron_moms_list_sat_clauses
81,0,0,0,0,0,0,55,[10643],[10643],[10644],[10644],[10644],[10644]
82,0,0,0,0,0,0,52,[9218],[9218],[9219],[9219],[9219],[9219]
83,0,0,0,0,0,0,59,[10643],[10643],[10644],[10644],[10644],[10644]
84,0,0,0,0,0,0,56,[10643],[10643],[10644],[10644],[10644],[10644]
85,0,0,0,0,0,0,53,[10643],[10643],[10644],[10644],[10644],[10644]
86,0,0,0,0,0,0,55,[8888],[8888],[8889],[8889],[8889],[8889]
87,0,0,0,0,0,0,61,[4092],[4092],[4092],[4092],[4092],[4092]
88,0,0,0,0,0,0,60,[4578],[4578],[4578],[4578],[4578],[4578]
89,0,0,0,0,0,0,61,[2084],[2084],[2084],[2084],[2084],[2084]
90,0,0,0,0,0,0,60,[3096],[3096],[3096],[3096],[3096],[3096]
91,0,0,0,0,0,0,61,[10643],[10643],[10644],[10644],[10644],[10644]
92,0,0,0,0,0,0,62,[3096],[3096],[3096],[3096],[3096],[3096]
93,0,0,0,0,0,0,53,[10643],[10643],[10644],[10644],[10644],[10644]
94,0,0,0,0,0,0,55,[6642],[6642],[6642],[6642],[6642],[6642]
95,0,0,0,0,0,0,55,[1056],[1056],[1056],[1056],[1056],[1056]
96,0,0,0,0,0,0,62,[2586],[2586],[2586],[2586],[2586],[2586]
97,0,0,0,0,0,0,67,[5068],[5068],[5068],[5068],[5068],[5068]
98,0,0,0,0,0,0,59,[10643],[10643],[10644],[10644],[10644],[10644]
99,0,0,0,0,0,0,47,[7200],[7200],[7200],[7200],[7200],[7200]
100,0,0,0,0,0,0,56,[10643],[10643],[10644],[10644],[10644],[10644]
101,0,0,0,0,0,0,51,[9833],[9833],[9834],[9834],[9834],[9834]
